,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
4815,None,271.98,0.0,0.0,1,Clear,sky is clear,4/6/2013 3:00,349,very low
41192,None,262.36,0.0,0.0,90,Clouds,overcast clouds,2/3/2018 5:00,783,very low
36914,None,284.65,0.0,0.0,1,Clear,sky is clear,9/5/2017 4:00,807,very low
14590,None,297.77,0.0,0.0,40,Clouds,scattered clouds,5/23/2014 17:00,5016,high
38782,None,270.35,0.0,0.0,90,Clouds,overcast clouds,11/9/2017 3:00,361,very low
18385,None,288.63,0.25,0.0,40,Rain,light rain,9/18/2015 15:00,5518,high
31662,None,267.03,0.0,0.0,90,Clouds,overcast clouds,3/11/2017 15:00,5611,high
3040,None,266.24,0.0,0.0,90,Clouds,overcast clouds,1/19/2013 5:00,687,very low
9570,None,276.12,0.35,0.0,64,Drizzle,light intensity drizzle,10/19/2013 9:00,3867,medium
25582,None,298.83,0.0,0.0,8,Clear,sky is clear,8/8/2016 12:00,4473,high
3628,None,272.5,0.0,0.0,90,Mist,mist,2/15/2013 2:00,349,very low
26568,None,290.41,0.0,0.0,90,Clouds,overcast clouds,9/13/2016 0:00,509,very low
4554,None,274.46,0.0,0.0,1,Clear,sky is clear,3/26/2013 13:00,4895,high
21463,None,275.15,0.0,0.0,90,Snow,light snow,2/23/2016 11:00,4405,high
43098,None,272.79,0.0,0.0,90,Snow,light snow,4/10/2018 10:00,4436,high
32867,None,279.76,0.0,0.0,90,Drizzle,light intensity drizzle,4/20/2017 0:00,592,very low
5965,None,279.29,0.0,0.0,90,Clouds,overcast clouds,5/12/2013 9:00,2256,low
19193,None,278.01,0.0,0.0,90,Drizzle,drizzle,10/28/2015 12:00,4865,high
8796,None,296.93,0.0,0.0,0,Clear,Sky is Clear,9/5/2013 20:00,3217,medium
31544,None,287.49,0.0,0.0,90,Thunderstorm,proximity thunderstorm,3/6/2017 19:00,2910,low
41282,None,254.61,0.0,0.0,1,Clear,sky is clear,2/6/2018 1:00,334,very low
47586,None,298.75,0.0,0.0,75,Clouds,broken clouds,9/10/2018 17:00,5857,very high
19026,None,287.77,0.0,0.0,40,Clouds,scattered clouds,10/15/2015 14:00,5353,high
32017,None,275.84,0.0,0.0,90,Drizzle,drizzle,3/24/2017 8:00,5803,high
16221,None,298.85,0.0,0.0,1,Clear,sky is clear,7/3/2015 17:00,3526,medium
12835,None,276.35,0.25,0.0,90,Rain,light rain,3/11/2014 7:00,6418,very high
28298,None,273.71,0.0,0.0,1,Clear,sky is clear,11/22/2016 2:00,256,very low
12705,None,264.86,0.0,0.0,1,Clear,sky is clear,3/5/2014 20:00,3271,medium
17588,None,293.96,0.0,0.0,1,Clear,sky is clear,8/20/2015 19:00,3578,medium
11827,None,246.39,0.0,0.0,1,Clear,sky is clear,1/28/2014 4:00,723,very low
41193,None,262.43,0.0,0.0,40,Clouds,scattered clouds,2/3/2018 6:00,1320,very low
34900,None,290.22,0.0,0.0,90,Mist,mist,6/28/2017 7:00,5320,high
17579,None,289.41,0.0,0.0,1,Clear,sky is clear,8/20/2015 10:00,4795,high
35838,None,293.72,0.0,0.0,1,Clear,sky is clear,8/1/2017 1:00,406,very low
37431,None,291.61,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/25/2017 3:00,360,very low
11963,None,257.2,0.0,0.0,1,Clear,sky is clear,2/2/2014 20:00,1748,low
10009,None,276.55,0.0,0.0,90,Clouds,overcast clouds,11/20/2013 18:00,4982,high
16664,None,292.87,0.51,0.0,75,Rain,light rain,7/18/2015 5:00,782,very low
8163,None,294.79,0.0,0.0,92,Clouds,overcast clouds,8/3/2013 20:00,3094,medium
23317,None,278.35,0.98,0.0,90,Rain,moderate rain,5/13/2016 10:00,4736,high
5782,None,273.71,0.0,0.0,90,Drizzle,drizzle,5/5/2013 7:00,1337,very low
34938,None,291.29,0.0,0.0,90,Clouds,overcast clouds,6/29/2017 7:00,6747,very high
35939,None,286.15,0.0,0.0,40,Clouds,scattered clouds,8/4/2017 8:00,5350,high
38382,None,274.42,0.0,0.0,90,Mist,mist,10/27/2017 7:00,5582,high
25305,None,291.26,0.0,0.0,90,Clouds,overcast clouds,7/28/2016 3:00,295,very low
47117,None,296.29,1.78,0.0,75,Rain,moderate rain,8/27/2018 6:00,5575,high
41328,None,263.28,0.0,0.0,20,Clouds,few clouds,2/7/2018 15:00,5658,high
30435,None,274.35,0.0,0.0,90,Snow,light snow,1/23/2017 14:00,4902,high
33085,None,276.42,0.0,0.0,90,Rain,light rain,4/26/2017 13:00,4912,high
9228,None,286.34,0.0,0.0,92,Rain,moderate rain,10/3/2013 6:00,6133,very high
45473,None,294.02,0.0,0.0,90,Drizzle,light intensity drizzle,7/1/2018 9:00,2495,low
37697,None,289.99,0.0,0.0,90,Drizzle,light intensity drizzle,10/3/2017 9:00,5443,high
17662,None,287.68,0.0,0.0,90,Rain,light rain,8/23/2015 8:00,1761,low
15309,None,298.37,0.0,0.0,80,Thunderstorm,thunderstorm,7/7/2014 17:00,6234,very high
3568,None,263.47,0.0,0.0,0,Clear,sky is clear,2/13/2013 0:00,559,very low
1185,None,275.0,0.0,0.0,1,Clear,sky is clear,11/14/2012 12:00,5654,high
43226,None,272.3,0.0,0.0,90,Haze,haze,4/14/2018 4:00,300,very low
21298,None,265.72,0.0,0.0,90,Mist,mist,2/15/2016 4:00,828,very low
38715,None,267.01,0.0,0.0,1,Clear,sky is clear,11/6/2017 6:00,5836,very high
48157,None,274.25,0.0,0.0,1,Clear,sky is clear,9/29/2018 4:00,425,very low
34620,None,290.21,0.0,0.0,75,Mist,mist,6/18/2017 0:00,1387,very low
33803,None,281.41,0.0,0.0,90,Clouds,overcast clouds,5/19/2017 11:00,4837,high
33141,None,274.92,0.0,0.0,90,Clouds,overcast clouds,4/28/2017 4:00,865,very low
34219,None,297.16,0.0,0.0,90,Rain,light rain,6/3/2017 1:00,906,very low
22080,None,275.58,0.0,0.0,90,Mist,mist,3/27/2016 9:00,2450,low
29741,None,259.65,0.0,0.0,5,Clear,sky is clear,1/3/2017 18:00,4011,medium
47466,None,286.08,2.79,0.0,1,Rain,moderate rain,9/6/2018 0:00,570,very low
32805,None,283.95,0.0,0.0,90,Rain,heavy intensity rain,4/18/2017 9:00,5228,high
32599,None,281.35,0.0,0.0,1,Clear,sky is clear,4/12/2017 11:00,4834,high
6605,None,289.06,0.0,0.0,1,Clear,sky is clear,6/2/2013 1:00,787,very low
41775,None,263.01,0.0,0.0,1,Mist,mist,2/24/2018 0:00,1043,very low
45298,None,291.15,0.0,0.0,1,Clear,sky is clear,6/25/2018 5:00,2982,medium
31680,None,265.0,0.0,0.0,40,Clouds,scattered clouds,3/12/2017 10:00,3406,medium
40472,None,276.22,0.0,0.0,75,Clouds,broken clouds,1/9/2018 20:00,2604,low
10621,None,263.15,0.0,0.0,64,Clouds,broken clouds,12/12/2013 12:00,4974,high
29748,None,255.9,0.0,0.0,1,Clear,sky is clear,1/4/2017 1:00,324,very low
25617,None,299.781,0.0,0.0,0,Clear,Sky is Clear,8/9/2016 23:00,2634,low
15996,None,291.89599999999996,0.0,0.0,92,Rain,moderate rain,6/24/2015 22:00,2119,low
47320,None,299.44,0.25,0.0,1,Rain,light rain,9/2/2018 16:00,4197,medium
45064,None,295.58,0.0,0.0,90,Mist,mist,6/18/2018 0:00,627,very low
22438,None,289.09,0.0,0.0,1,Clear,sky is clear,4/13/2016 20:00,3257,medium
8313,None,287.87,0.25,0.0,56,Rain,light rain,8/10/2013 5:00,942,very low
27780,None,282.49,0.0,0.0,1,Clear,sky is clear,11/2/2016 20:00,2538,low
10024,None,273.79,0.0,0.0,90,Mist,mist,11/21/2013 7:00,6485,very high
8127,None,285.48,0.0,0.0,0,Clear,Sky is Clear,8/2/2013 6:00,5610,high
39306,None,280.82,0.0,0.0,1,Clear,sky is clear,11/28/2017 4:00,843,very low
10172,None,267.25,0.0,0.0,64,Clouds,broken clouds,11/27/2013 15:00,6366,very high
5878,None,287.56,0.0,0.0,75,Rain,moderate rain,5/9/2013 7:00,6800,very high
21865,None,274.61,0.0,0.0,1,Clear,sky is clear,3/17/2016 7:00,6613,very high
34299,None,291.01,0.0,0.0,5,Clear,sky is clear,6/6/2017 9:00,4905,high
27194,None,279.66900000000004,0.0,0.0,0,Clear,Sky is Clear,10/8/2016 17:00,4980,high
25946,None,298.21,0.0,0.0,1,Clear,sky is clear,8/23/2016 11:00,4350,medium
14724,None,287.97,0.0,0.0,20,Clouds,few clouds,5/29/2014 7:00,6340,very high
15635,None,293.75,0.0,0.0,40,Clouds,scattered clouds,7/20/2014 6:00,922,very low
43907,None,293.44,0.0,0.0,40,Rain,light rain,5/8/2018 12:00,4601,high
30057,None,254.96,0.0,0.0,1,Mist,mist,1/15/2017 3:00,545,very low
40008,None,264.95,0.0,0.0,1,Snow,light snow,12/23/2017 1:00,698,very low
5111,None,271.21,0.0,0.0,90,Mist,mist,4/14/2013 4:00,253,very low
46316,None,302.29,0.0,0.0,20,Clouds,few clouds,7/31/2018 17:00,5912,very high
14482,None,285.23,0.51,0.0,90,Mist,mist,5/20/2014 0:00,547,very low
24704,None,294.91,7.62,0.0,90,Mist,mist,7/5/2016 19:00,2821,low
22636,None,284.71,0.0,0.0,90,Rain,light rain,4/21/2016 5:00,2781,low
3947,None,269.5,0.0,0.0,90,Mist,mist,2/27/2013 10:00,4595,high
40420,None,271.22,0.0,0.0,40,Clouds,scattered clouds,1/7/2018 16:00,4050,medium
30640,None,273.82,0.0,0.0,75,Drizzle,drizzle,1/31/2017 0:00,521,very low
2595,None,259.46,0.0,0.0,90,Clouds,overcast clouds,1/2/2013 12:00,4383,high
20206,None,271.26,0.0,0.0,75,Snow,snow,12/26/2015 0:00,765,very low
29568,None,274.65,0.0,0.0,1,Clear,sky is clear,12/28/2016 14:00,5148,high
9466,None,283.59,0.3,0.0,92,Rain,light rain,10/14/2013 21:00,2169,low
43538,None,285.08,0.0,0.0,1,Clear,sky is clear,4/23/2018 22:00,1537,low
35284,None,302.37,0.0,0.0,1,Clear,sky is clear,7/12/2017 15:00,5744,high
42020,None,276.68,0.0,0.0,90,Rain,light rain,3/4/2018 2:00,543,very low
6611,None,286.44,0.0,0.0,40,Clouds,scattered clouds,6/2/2013 7:00,1486,low
47210,None,285.53,0.25,0.0,1,Rain,light rain,8/30/2018 1:00,456,very low
34394,None,297.43,0.0,0.0,1,Clear,sky is clear,6/10/2017 5:00,740,very low
13848,None,285.47,0.0,0.0,40,Clouds,scattered clouds,4/22/2014 13:00,5156,high
26074,None,291.54,0.0,0.0,90,Haze,haze,8/27/2016 15:00,4438,high
14595,None,292.69,0.0,0.0,0,Clear,Sky is Clear,5/23/2014 22:00,2672,low
45557,None,298.61,0.0,0.0,90,Thunderstorm,thunderstorm,7/4/2018 10:00,1920,low
36142,None,290.22,0.0,0.0,20,Clouds,few clouds,8/10/2017 23:00,1414,very low
16975,None,291.99,0.0,0.0,1,Clear,sky is clear,7/30/2015 8:00,5337,high
32209,None,277.48,0.0,0.0,90,Drizzle,light intensity drizzle,3/30/2017 3:00,370,very low
27358,None,292.535,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 18:00,3842,medium
16521,None,299.03,0.0,0.0,40,Clouds,scattered clouds,7/13/2015 12:00,4546,high
15448,None,295.37,0.6,0.0,92,Rain,heavy intensity rain,7/12/2014 14:00,4426,high
20612,None,266.08,0.0,0.0,90,Haze,haze,1/14/2016 10:00,4297,medium
30211,None,272.75,0.0,0.0,1,Haze,haze,1/19/2017 3:00,486,very low
20215,None,270.66,0.0,0.0,90,Mist,mist,12/26/2015 4:00,270,very low
40785,None,276.61,0.0,0.0,75,Clouds,broken clouds,1/19/2018 13:00,5101,high
10369,None,274.02,0.25,0.0,64,Drizzle,light intensity drizzle,12/3/2013 16:00,6118,very high
19965,None,277.01,0.0,0.0,90,Rain,moderate rain,12/13/2015 6:00,707,very low
13163,None,267.68,0.0,0.0,40,Clouds,scattered clouds,3/24/2014 23:00,881,very low
26517,None,286.48,0.0,0.0,1,Clear,sky is clear,9/10/2016 23:00,2358,low
45383,None,293.36,0.0,0.0,1,Mist,mist,6/28/2018 1:00,457,very low
27656,None,294.459,0.0,0.0,8,Clear,sky is clear,10/28/2016 16:00,5998,very high
40240,None,246.15,0.0,0.0,1,Clear,sky is clear,12/31/2017 9:00,2384,low
15310,None,294.74,4.8,0.0,90,Rain,heavy intensity rain,7/7/2014 18:00,4063,medium
1921,None,262.23,0.0,0.0,40,Clouds,scattered clouds,12/11/2012 14:00,4890,high
26419,None,293.02,0.3,0.0,90,Drizzle,light intensity drizzle,9/7/2016 9:00,4926,high
6310,None,283.31,0.0,0.0,90,Drizzle,light intensity drizzle,5/22/2013 22:00,1412,very low
32270,None,290.15,0.0,0.0,90,Clouds,overcast clouds,4/1/2017 15:00,4996,high
6780,None,286.47,0.0,0.0,80,Clouds,broken clouds,6/7/2013 18:00,4693,high
46385,None,291.86,0.0,0.0,75,Thunderstorm,proximity thunderstorm,8/3/2018 9:00,4577,high
40453,None,268.55,0.0,0.0,75,Clouds,broken clouds,1/9/2018 1:00,342,very low
31884,None,275.35,0.0,0.0,1,Clear,sky is clear,3/20/2017 2:00,223,very low
41661,None,266.5,0.0,0.0,90,Snow,light snow,2/20/2018 5:00,2690,low
2297,None,259.03,0.0,0.0,1,Clear,sky is clear,12/22/2012 8:00,2100,low
26834,None,290.41,2.29,0.0,76,Rain,moderate rain,9/23/2016 18:00,4356,medium
41004,None,279.75,0.0,0.0,1,Clear,sky is clear,1/26/2018 16:00,6561,very high
32723,None,287.95,0.0,0.0,90,Rain,moderate rain,4/15/2017 9:00,3310,medium
19945,None,275.02,0.0,0.0,40,Clouds,scattered clouds,12/12/2015 5:00,718,very low
26001,None,291.11,0.0,0.0,1,Clear,sky is clear,8/24/2016 23:00,1169,very low
2588,None,250.7,0.0,0.0,1,Clear,sky is clear,1/2/2013 5:00,2353,low
39110,None,272.48,0.0,0.0,1,Clear,sky is clear,11/20/2017 2:00,239,very low
4023,None,268.65,0.0,0.0,20,Clouds,few clouds,3/2/2013 19:00,3440,medium
46565,None,292.01,0.0,0.0,1,Fog,fog,8/9/2018 7:00,6313,very high
21581,None,264.0,0.0,0.0,75,Clouds,broken clouds,3/2/2016 6:00,5821,high
8319,None,294.59,0.0,0.0,0,Clear,Sky is Clear,8/10/2013 12:00,4461,high
27051,None,293.82,0.0,0.0,0,Clear,Sky is Clear,10/2/2016 18:00,3944,medium
15395,None,295.68,0.0,0.0,68,Drizzle,light intensity drizzle,7/11/2014 4:00,796,very low
15921,None,297.92,0.0,0.0,75,Clouds,broken clouds,8/5/2014 19:00,3694,medium
8044,None,294.06,0.0,0.0,20,Clouds,few clouds,7/30/2013 11:00,5025,high
3311,None,256.44,0.0,0.0,93,Clouds,overcast clouds,2/2/2013 22:00,2752,low
40315,None,255.93,0.0,0.0,40,Clouds,scattered clouds,1/3/2018 7:00,6017,very high
13714,None,272.87,2.53,0.0,90,Rain,moderate rain,4/16/2014 23:00,883,very low
30464,None,272.858,0.0,0.0,68,Clouds,broken clouds,1/24/2017 17:00,5861,very high
37542,None,294.21,0.0,0.0,40,Clouds,scattered clouds,9/28/2017 14:00,5235,high
45527,None,294.22,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,7/3/2018 7:00,5737,high
22234,None,273.07,0.0,0.0,1,Clear,sky is clear,4/4/2016 22:00,1648,low
31693,None,265.75,0.0,0.0,90,Snow,snow,3/12/2017 19:00,2335,low
12708,None,263.39,0.0,0.0,20,Clouds,few clouds,3/5/2014 23:00,1445,very low
47468,None,285.38,3.3,0.0,1,Rain,moderate rain,9/6/2018 1:00,350,very low
17744,None,295.51,0.0,0.0,1,Clear,sky is clear,8/26/2015 18:00,4856,high
939,None,278.59,0.0,0.0,90,Mist,mist,11/6/2012 16:00,6201,very high
9183,None,283.49,0.0,0.0,1,Clear,sky is clear,9/28/2013 20:00,2929,medium
32720,None,287.75,0.0,0.0,90,Rain,moderate rain,4/15/2017 8:00,2536,low
31556,None,271.08,0.0,0.0,90,Snow,light snow,3/7/2017 5:00,2746,low
14074,None,287.89,0.0,0.0,80,Clouds,broken clouds,5/6/2014 22:00,2817,low
4470,None,262.16,0.0,0.0,1,Clear,sky is clear,3/23/2013 3:00,436,very low
372,None,284.22,0.0,0.0,20,Clouds,few clouds,10/17/2012 22:00,1930,low
22876,None,278.22,1.52,0.0,90,Rain,moderate rain,4/28/2016 18:00,4884,high
44896,None,292.22,0.0,0.0,40,Clouds,scattered clouds,6/12/2018 2:00,314,very low
10253,None,269.24,0.0,0.0,64,Clouds,broken clouds,12/1/2013 2:00,692,very low
45570,None,296.69,0.0,0.0,1,Rain,light rain,7/4/2018 17:00,3045,medium
35460,None,289.89,0.0,0.0,1,Mist,mist,7/19/2017 2:00,328,very low
31603,None,269.35,0.0,0.0,1,Clear,sky is clear,3/9/2017 4:00,830,very low
29074,None,257.33,0.0,0.0,40,Snow,light snow,12/12/2016 12:00,4432,high
19785,None,271.35,0.0,0.0,90,Snow,light snow,12/2/2015 0:00,536,very low
32629,None,281.15,0.0,0.0,75,Mist,mist,4/13/2017 2:00,297,very low
31807,None,274.83,0.0,0.0,90,Rain,moderate rain,3/16/2017 22:00,2857,low
40976,None,270.29,0.0,0.0,90,Mist,mist,1/25/2018 20:00,3009,medium
22083,None,277.3,0.0,0.0,90,Clouds,overcast clouds,3/27/2016 13:00,4083,medium
20121,None,272.29,0.0,0.0,90,Mist,mist,12/21/2015 2:00,272,very low
40826,None,273.89,0.0,0.0,40,Mist,mist,1/21/2018 2:00,788,very low
29846,None,259.22,0.0,0.0,5,Clear,sky is clear,1/7/2017 17:00,4572,high
42829,None,271.69,0.0,0.0,1,Clear,sky is clear,4/1/2018 19:00,3892,medium
17492,None,290.86,1.33,0.0,90,Mist,mist,8/18/2015 15:00,5468,high
40643,None,263.72,0.0,0.0,90,Mist,mist,1/14/2018 18:00,1935,low
20397,None,260.54,0.0,0.0,1,Mist,mist,1/4/2016 5:00,2672,low
38728,None,271.93,0.0,0.0,90,Clouds,overcast clouds,11/6/2017 19:00,2919,medium
5831,None,281.28,0.0,0.0,1,Clear,sky is clear,5/7/2013 8:00,6501,very high
17311,None,287.91,0.0,0.0,1,Mist,mist,8/12/2015 6:00,5869,very high
41555,None,264.36,0.0,0.0,75,Clouds,broken clouds,2/16/2018 18:00,4896,high
32255,None,276.76,0.0,0.0,1,Clear,sky is clear,4/1/2017 0:00,1619,low
8615,None,302.1,0.0,0.0,48,Clouds,scattered clouds,8/23/2013 17:00,5307,high
13566,None,286.7,0.0,0.0,75,Clouds,broken clouds,4/10/2014 19:00,3487,medium
36385,None,289.22,0.0,0.0,1,Mist,mist,8/18/2017 8:00,5440,high
19393,None,285.49,0.0,0.0,5,Clear,sky is clear,11/9/2015 18:00,4329,medium
36400,None,293.55,0.0,0.0,40,Rain,light rain,8/18/2017 15:00,5810,high
37837,None,285.36,0.0,0.0,90,Mist,mist,10/7/2017 9:00,3654,medium
7800,None,297.56,0.0,0.0,0,Clear,Sky is Clear,7/20/2013 6:00,1581,low
15165,None,295.4,8.4,0.0,90,Rain,heavy intensity rain,6/28/2014 17:00,3628,medium
38721,None,271.88,0.0,0.0,75,Clouds,broken clouds,11/6/2017 12:00,4677,high
12820,None,282.15,0.0,0.0,1,Clear,sky is clear,3/10/2014 16:00,6260,very high
1933,None,258.71,0.0,0.0,90,Snow,heavy snow,12/12/2012 1:00,349,very low
21255,None,251.21,0.0,0.0,1,Clear,sky is clear,2/13/2016 5:00,912,very low
6839,None,287.58,1.0,0.0,68,Rain,light rain,6/10/2013 4:00,763,very low
19839,None,277.86,0.0,0.0,90,Clouds,overcast clouds,12/5/2015 22:00,3619,medium
32703,None,286.71,0.0,0.0,90,Rain,moderate rain,4/15/2017 3:00,409,very low
14729,None,299.0,0.0,0.0,20,Clouds,few clouds,5/29/2014 12:00,5146,high
45070,None,294.92,0.0,0.0,90,Rain,heavy intensity rain,6/18/2018 2:00,272,very low
34308,None,300.02,0.0,0.0,1,Clear,sky is clear,6/6/2017 18:00,4360,medium
35849,None,300.07,0.0,0.0,1,Clear,sky is clear,8/1/2017 12:00,5132,high
38812,None,262.95,0.0,0.0,75,Clouds,broken clouds,11/10/2017 9:00,5039,high
37883,None,284.01,0.0,0.0,1,Clear,sky is clear,10/9/2017 1:00,304,very low
20023,None,274.15,0.0,0.0,90,Rain,light rain,12/16/2015 0:00,587,very low
10549,None,254.8,0.0,0.0,40,Snow,light snow,12/9/2013 11:00,4143,medium
47650,None,290.4,0.0,0.0,1,Clear,sky is clear,9/13/2018 7:00,6433,very high
32559,None,273.77,0.0,0.0,90,Snow,light snow,4/11/2017 1:00,462,very low
12235,None,256.16,0.0,0.0,40,Clouds,scattered clouds,2/14/2014 4:00,720,very low
23593,None,297.59,0.0,0.0,75,Clouds,broken clouds,5/24/2016 12:00,4885,high
19258,None,280.29,0.0,0.0,90,Mist,mist,10/31/2015 7:00,1806,low
9948,None,271.48,0.0,0.0,90,Clouds,overcast clouds,11/18/2013 2:00,249,very low
595,None,285.2,0.0,0.0,90,Fog,fog,10/25/2012 7:00,6036,very high
38894,None,279.15,0.0,0.0,75,Clouds,broken clouds,11/13/2017 14:00,5048,high
41233,None,258.22,0.0,0.0,1,Haze,haze,2/4/2018 2:00,670,very low
27921,None,284.81,0.0,0.0,1,Clear,sky is clear,11/8/2016 11:00,4305,medium
17494,None,291.2,0.51,0.0,90,Rain,heavy intensity rain,8/18/2015 16:00,6186,very high
6943,None,290.9,5.42,0.0,80,Rain,heavy intensity rain,6/13/2013 8:00,6172,very high
33337,None,289.71,0.0,0.0,75,Clouds,broken clouds,5/3/2017 18:00,4936,high
6015,None,287.5,0.0,0.0,90,Rain,light rain,5/14/2013 11:00,4761,high
30279,None,275.22,0.0,0.0,90,Mist,mist,1/20/2017 10:00,4423,high
30708,None,259.22,0.0,0.0,5,Clear,sky is clear,2/2/2017 8:00,6013,very high
46910,None,288.86,0.0,0.0,1,Clear,sky is clear,8/21/2018 22:00,1747,low
13579,None,279.87,0.0,0.0,75,Clouds,broken clouds,4/11/2014 8:00,6160,very high
24237,None,298.54,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 19:00,3908,medium
44212,None,287.35,0.0,0.0,90,Haze,haze,5/19/2018 9:00,3569,medium
291,None,284.17,0.0,0.0,93,Mist,mist,10/14/2012 19:00,3453,medium
367,None,292.65,0.0,0.0,1,Clear,sky is clear,10/17/2012 17:00,6180,very high
11951,None,0.0,0.0,0.0,0,Clear,sky is clear,2/2/2014 8:00,1670,low
47733,None,304.82,0.0,0.0,1,Clear,sky is clear,9/16/2018 17:00,4154,medium
1293,None,282.45,0.0,0.0,90,Clouds,overcast clouds,11/19/2012 2:00,268,very low
24960,None,288.494,0.0,0.0,92,Clouds,overcast clouds,7/15/2016 6:00,4949,high
33721,None,290.22,0.0,0.0,90,Drizzle,light intensity drizzle,5/17/2017 10:00,4517,high
8214,None,290.51,0.0,0.0,92,Clouds,overcast clouds,8/6/2013 0:00,676,very low
42494,None,272.46,0.0,0.0,90,Haze,haze,3/20/2018 17:00,6097,very high
14845,None,291.37,0.66,0.0,1,Mist,mist,6/2/2014 8:00,6252,very high
22628,None,285.51,0.0,0.0,90,Mist,mist,4/21/2016 2:00,327,very low
6869,None,289.3,0.0,0.0,92,Mist,mist,6/10/2013 23:00,1175,very low
9112,None,285.55,0.0,0.0,0,Clear,Sky is Clear,9/25/2013 9:00,5799,high
44565,None,291.75,0.0,0.0,90,Mist,mist,5/31/2018 8:00,5912,very high
34848,None,288.65,0.0,0.0,1,Clear,sky is clear,6/26/2017 10:00,4088,medium
12188,None,263.64,0.0,0.0,90,Clouds,overcast clouds,2/12/2014 5:00,2678,low
41077,None,263.8,0.0,0.0,1,Clear,sky is clear,1/29/2018 16:00,6285,very high
9648,None,285.83,0.0,0.0,1,Clear,sky is clear,10/25/2013 20:00,3617,medium
44165,None,294.34,0.0,0.0,75,Clouds,broken clouds,5/17/2018 11:00,4913,high
2171,None,268.36,0.0,0.0,90,Mist,mist,12/18/2012 19:00,3467,medium
26305,None,296.28,0.0,0.0,90,Clouds,overcast clouds,9/4/2016 12:00,4284,medium
22012,None,279.95,0.0,0.0,5,Clear,sky is clear,3/24/2016 18:00,4728,high
3148,None,260.08,0.0,0.0,90,Mist,mist,1/24/2013 8:00,6256,very high
27428,None,285.584,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 19:00,3093,medium
46211,None,297.48,0.0,0.0,40,Clouds,scattered clouds,7/27/2018 16:00,6254,very high
47708,None,306.07,0.0,0.0,40,Clouds,scattered clouds,9/15/2018 16:00,4219,medium
223,None,277.64,0.0,0.0,75,Clouds,broken clouds,10/12/2012 7:00,6992,very high
29941,None,260.9,0.0,0.0,1,Clear,sky is clear,1/10/2017 18:00,3675,medium
32140,None,286.15,0.0,0.0,40,Clouds,scattered clouds,3/27/2017 16:00,6618,very high
35561,None,298.36,0.0,0.0,75,Clouds,broken clouds,7/21/2017 21:00,3310,medium
47273,None,294.92,0.25,0.0,40,Rain,moderate rain,9/1/2018 4:00,419,very low
19913,None,280.36,0.0,0.0,1,Clear,sky is clear,12/10/2015 0:00,549,very low
37760,None,287.15,0.0,0.0,90,Clouds,overcast clouds,10/5/2017 20:00,3228,medium
34071,None,288.62,0.0,0.0,1,Clear,sky is clear,5/28/2017 3:00,476,very low
27404,None,289.64,0.0,0.0,100,Rain,heavy intensity rain,10/17/2016 19:00,2961,medium
30680,None,269.97,0.0,0.0,1,Snow,light snow,2/1/2017 4:00,876,very low
44196,None,301.38,0.0,0.0,1,Clear,sky is clear,5/18/2018 18:00,5241,high
24676,None,295.49,0.0,0.0,40,Clouds,scattered clouds,7/4/2016 22:00,2975,medium
796,None,281.8,0.0,0.0,20,Clouds,few clouds,10/31/2012 15:00,5936,very high
11176,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/3/2014 1:00,386,very low
47870,None,288.79,0.0,0.0,90,Rain,light rain,9/19/2018 20:00,2865,low
5520,None,273.97,0.0,0.0,90,Clouds,overcast clouds,4/26/2013 4:00,728,very low
6463,None,285.59,0.0,0.0,90,Rain,light rain,5/28/2013 9:00,4904,high
42680,None,273.84,0.0,0.0,90,Haze,haze,3/27/2018 7:00,6696,very high
35052,None,299.94,0.0,0.0,40,Clouds,scattered clouds,7/3/2017 19:00,3146,medium
42809,None,263.15,0.0,0.0,1,Clear,sky is clear,3/31/2018 23:00,1771,low
9819,None,268.15,0.0,0.0,64,Clouds,broken clouds,11/13/2013 4:00,828,very low
42572,None,277.22,0.0,0.0,1,Clear,sky is clear,3/23/2018 15:00,6042,very high
43312,None,269.94,0.0,0.0,90,Mist,mist,4/15/2018 10:00,1494,low
44891,None,294.15,0.0,0.0,90,Rain,moderate rain,6/11/2018 21:00,2240,low
17003,None,299.44,0.0,0.0,1,Clear,sky is clear,7/31/2015 13:00,5272,high
